WASP-22b,0.617,1.199,3.53273064,0.0489,,transit,2010,980,1.25,6153,,https://en.wikipedia.org/wiki/WASP-22b
WASP-23b,0.884,0.962,2.9444256,0.0376,,transit,2010,,0.78,5150,,https://en.wikipedia.org/wiki/WASP-23b
WASP-24b,1.071,1.3,2.34121242,0.03651,,transit,2010,,1.18,6075,,https://en.wikipedia.org/wiki/WASP-24b
WASP-25b,0.58,1.22,3.764825,0.0473,,transit,2010,,1,5703,,https://en.wikipedia.org/wiki/WASP-25b
WASP-26b,1.028,1.281,2.7566004,0.03985,,transit,2010,820,1.11,5939,,https://en.wikipedia.org/wiki/WASP-26b
WASP-29b,0.244,0.792,3.922727,0.0457,,transit,2010,230,0.82,4800,,https://en.wikipedia.org/wiki/WASP-29b
WASP-31b,0.478,1.549,3.4059096,0.04659,,transit,2010,1200,1.16,6302,,https://en.wikipedia.org/wiki/WASP-31b
WASP-32b,3.6,1.18,2.718659,0.0394,,transit,2010,,1.1,6100,,https://en.wikipedia.org/wiki/WASP-32b
WASP-33b,4.1,1.497,1.2198669,0.02555,,transit,2010,378.8,1.5,7430,,https://en.wikipedia.org/wiki/WASP-33b
WASP-34b,0.59,1.22,4.3176782,0.0524,,transit,2010,390,1.01,5700,,https://en.wikipedia.org/wiki/WASP-34b
WASP-37b,1.8,1.16,3.577469,0.0446,,transit,2010,1120,0.93,5800,,https://en.wikipedia.org/wiki/WASP-37b
WASP-38b,2.691,1.094,6.871815,0.07522,,transit,2010,360,1.2,6150,,https://en.wikipedia.org/wiki/WASP-38b
7 Canis Majoris b,2.46,,796,1.93,,radial vel.,2011,64.7,1.52,4792,,https://en.wikipedia.org/wiki/7_Canis_Majoris_b
BD+48 738 b,0.91,,392.6,1,,radial vel.,2011,,0.74,4414,,https://en.wikipedia.org/wiki/BD%2B48_738_b
CFBDSIR J145829+101343 b,10.5,,10037.5,2.6,,imaging,2011,75,0.02,580.5,,https://en.wikipedia.org/wiki/CFBDSIR_J145829%2B101343_b
COROT-16b,0.535,1.17,5.35227,0.0618,,transit,2011,2700,1.1,5650,,https://en.wikipedia.org/wiki/COROT-16b
COROT-17b,2.43,1.02,3.7681,0.0461,,transit,2011,3000,1.04,5740,,https://en.wikipedia.org/wiki/COROT-17b
COROT-18b,3.47,1.31,1.9000693,0.0295,,transit,2011,2800,0.95,5440,,https://en.wikipedia.org/wiki/COROT-18b
COROT-19b,1.11,1.29,3.89713,0.0518,,transit,2011,2500,1.21,6090,,https://en.wikipedia.org/wiki/COROT-19b
COROT-20b,4.24,0.84,9.24285,0.0902,,transit,2011,2800,1.14,,,https://en.wikipedia.org/wiki/COROT-20b
COROT-21b,2.26,1.3,2.72,0.0417,1867,transit,2011,,1.29,6200,,https://en.wikipedia.org/wiki/COROT-21b
COROT-23b,2.8,1.05,3.6313,0.048,,transit,2011,2000,1.14,5900,,https://en.wikipedia.org/wiki/COROT-23b
Gliese 433 b,0.018,,7.3709,0.058,,radial vel.,2011,29.5,0.48,3600,,https://en.wikipedia.org/wiki/Gliese_433_b
Gliese 667 Cb,0.018,,7.2004,0.0505,,radial vel.,2011,22,0.33,3350,,https://en.wikipedia.org/wiki/Gliese_667_Cb
Gliese 667 Cc,0.012,,28.14,0.125,,radial vel.,2011,22,0.33,3350,Potentially habitable exoplanet,https://en.wikipedia.org/wiki/Gliese_667_Cc
HAT-P-27b,0.62,1.02,3.039577,0.04,,transit,2011,670,0.94,5300,,https://en.wikipedia.org/wiki/HAT-P-27b
HAT-P-28b,0.626,1.212,3.257215,0.0434,,transit,2011,1290,1.02,5680,,https://en.wikipedia.org/wiki/HAT-P-28b
HAT-P-29b,0.778,1.107,5.723186,0.0667,,transit,2011,1050,1.21,6087,,https://en.wikipedia.org/wiki/HAT-P-29b
HAT-P-30b,0.711,1.34,2.810595,0.0419,,transit,2011,630,1.24,6304,,https://en.wikipedia.org/wiki/HAT-P-30b
HAT-P-31b,2.171,1.07,5.005425,0.055,,transit,2011,1150,1.22,6065,,https://en.wikipedia.org/wiki/HAT-P-31b
HAT-P-32b,,1.789,2.15000805,0.0343,,transit,2011,920,,6269,,https://en.wikipedia.org/wiki/HAT-P-32b
HAT-P-33b,0.762,1.686,3.474474,0.0499,,transit,2011,1260,1.38,6446,,https://en.wikipedia.org/wiki/HAT-P-33b
HAT-P-34b,3.328,1.197,5.452654,0.0677,,transit,2011,840,1.39,6442,,https://en.wikipedia.org/wiki/HAT-P-34b
HAT-P-35b,1.054,1.332,3.646706,0.0498,,transit,2011,1740,1.24,6096,,https://en.wikipedia.org/wiki/HAT-P-35b
HAT-P-36b,1.832,1.264,1.327347,0.0238,,transit,2011,1030,1.02,5560,,https://en.wikipedia.org/wiki/HAT-P-36b
HAT-P-37b,1.169,1.178,2.797436,0.0379,,transit,2011,1340,0.93,5500,,https://en.wikipedia.org/wiki/HAT-P-37b
HD 1502 b,3.1,,431.8,1.31,,radial vel.,2011,546,1.61,5049,,https://en.wikipedia.org/wiki/HD_1502_b
HD 5891 b,7.6,,177.11,0.76,,radial vel.,2011,491,1.91,4907,,https://en.wikipedia.org/wiki/HD_5891_b
HD 7199 b,0.29,,615,1.36,,radial vel.,2011,117.0,0.89,5386,,https://en.wikipedia.org/wiki/HD_7199_b
HD 7449 b,1.11,,1275,2.3,,radial vel.,2011,125.6,1.05,6024,,https://en.wikipedia.org/wiki/HD_7449_b
HD 18742 b,2.7,,772,1.92,,radial vel.,2011,417.1,1.6,5048,,https://en.wikipedia.org/wiki/HD_18742_b
HD 20794 b,0.0085,,18.315,0.1207,,radial vel.,2011,19.8,0.7,5401,,https://en.wikipedia.org/wiki/HD_20794_b
HD 20794 c,0.0076,,40.114,0.2036,,radial vel.,2011,19.8,0.7,5401,,https://en.wikipedia.org/wiki/HD_20794_c
HD 20794 d,0.015,,90.309,0.3499,,radial vel.,2011,19.8,0.7,5401,,https://en.wikipedia.org/wiki/HD_20794_d
HD 22781 b,13.65,,528.07,1.167,,radial vel.,2011,103.7,0.75,5027,,https://en.wikipedia.org/wiki/HD_22781_b
HD 28678 b,1.7,,387.1,1.25,,radial vel.,2011,550.9,1.74,5076,,https://en.wikipedia.org/wiki/HD_28678_b
HD 30856 b,1.8,,912,1.8,,radial vel.,2011,394.9,1.35,4982,,https://en.wikipedia.org/wiki/HD_30856_b
HD 33142 b,1.3,,326.6,1.06,,radial vel.,2011,446,1.48,5052,,https://en.wikipedia.org/wiki/HD_33142_b
HD 79498 b,1.34,,1966.1,3.13,,radial vel.,2011,158.6,,,,https://en.wikipedia.org/wiki/HD_79498_b
HD 82886 b,1.3,,705,1.65,,radial vel.,2011,366.0,1.06,5112,,https://en.wikipedia.org/wiki/HD_82886_b
HD 85512 b,0.011,,58.43,0.26,,radial vel.,2011,36.4,0.69,4715,,https://en.wikipedia.org/wiki/HD_85512_b
HD 96063 b,0.9,,361.1,0.99,,radial vel.,2011,433,1.02,5148,,https://en.wikipedia.org/wiki/HD_96063_b
HD 96127 b,4,,647.3,1.4,,radial vel.,2011,721.6,0.91,4152,,https://en.wikipedia.org/wiki/HD_96127_b
HD 98219 b,1.8,,436.9,1.23,,radial vel.,2011,490.5,1.3,4992,,https://en.wikipedia.org/wiki/HD_98219_b
HD 99706 b,1.4,,868,2.14,,radial vel.,2011,426.9,1.72,4932,,https://en.wikipedia.org/wiki/HD_99706_b
HD 102329 b,5.9,,778.1,2.03,,radial vel.,2011,452,1.95,4830,,https://en.wikipedia.org/wiki/HD_102329_b
HD 106270 b,11,,2890,4.3,,radial vel.,2011,286.6,1.32,5638,,https://en.wikipedia.org/wiki/HD_106270_b
HD 108863 b,2.6,,443.4,1.4,,radial vel.,2011,452,1.85,4956,,https://en.wikipedia.org/wiki/HD_108863_b
HD 116029 b,2.1,,670,1.78,,radial vel.,2011,360.8,1.58,4951,,https://en.wikipedia.org/wiki/HD_116029_b
HD 131496 b,2.2,,883,2.09,,radial vel.,2011,395.8,1.61,4927,,https://en.wikipedia.org/wiki/HD_131496_b
HD 132563 b,1.49,,1544,2.62,,radial vel.,2011,321.3,,,,https://en.wikipedia.org/wiki/HD_132563_b
HD 137388 Ab,0.223,,330,0.89,,radial vel.,2011,125.4,0.86,5240,,https://en.wikipedia.org/wiki/HD_137388_Ab
HD 142245 b,1.9,,1299,2.77,,radial vel.,2011,347.0,1.69,4878,,https://en.wikipedia.org/wiki/HD_142245_b
HD 152581 b,1.5,,689,1.48,,radial vel.,2011,596.3,0.93,5155,,https://en.wikipedia.org/wiki/HD_152581_b
HD 158038 b,1.8,,521,1.52,,radial vel.,2011,372.3,1.65,4897,,https://en.wikipedia.org/wiki/HD_158038_b
HD 192310 b,0.0532,,74.72,0.32,,radial vel.,2011,28.8,0.8,5166,,https://en.wikipedia.org/wiki/HD_192310_b
HD 192310 c,0.076,,525.8,1.18,,radial vel.,2011,28.8,0.8,5166,,https://en.wikipedia.org/wiki/HD_192310_c
HD 204941 b,0.266,,1733,2.56,,radial vel.,2011,87.9,0.74,5056,,https://en.wikipedia.org/wiki/HD_204941_b
HD 217786 b,13,,1319,2.38,,radial vel.,2011,179,1.02,5966,,https://en.wikipedia.org/wiki/HD_217786_b
HD 220773 b,1.45,,3724.7,4.94,,radial vel.,2011,158.0,,,,https://en.wikipedia.org/wiki/HD_220773_b
HD 222155 b,1.9,,3999,5.1,,radial vel.,2011,164.5,1.13,5765,,https://en.wikipedia.org/wiki/HD_222155_b
HD 240237 b,5.3,,745.7,1.9,,radial vel.,2011,1003.6,1.69,4361,,https://en.wikipedia.org/wiki/HD_240237_b
HIP 5158 c,15.04,,9017.76,7.7,,radial vel.,2011,146,0.78,4962,,https://en.wikipedia.org/wiki/HIP_5158_c
HIP 57274 b,0.0365,,8.1352,0.07,,radial vel.,2011,84.4,,,,https://en.wikipedia.org/wiki/HIP_57274_b
HIP 57274 c,0.40902,,32.03,0.178,,radial vel.,2011,84.4,,,,https://en.wikipedia.org/wiki/HIP_57274_c
HIP 57274 d,0.5267,,431.7,1.01,,radial vel.,2011,84.4,,,,https://en.wikipedia.org/wiki/HIP_57274_d
Kepler-10b,0.0145,0.132,0.837491,0.0172,2169,transit,2011,560,0.91,5627,,https://en.wikipedia.org/wiki/Kepler-10b
Kepler-10c,0.054,0.21,45.294301,,584,transit,2011,560,0.91,5627,,https://en.wikipedia.org/wiki/Kepler-10c
Kepler-12b,0.432,1.754,4.4379629,0.0553,1477,transit,2011,2000,1.17,5947,,https://en.wikipedia.org/wiki/Kepler-12b
Kepler-13b,9.28,1.512,1.763588,0.03641,,transit,2011,,1.72,7650,,https://en.wikipedia.org/wiki/Kepler-13b
Kepler-14b,8.4,1.136,6.790123,,1573,transit,2011,3200,1.51,6395,,https://en.wikipedia.org/wiki/Kepler-14b
Kepler-15b,0.66,0.96,4.942782,0.05714,1225,transit,2011,,1.02,5515,,https://en.wikipedia.org/wiki/Kepler-15b
Kepler-16b,0.333,0.754,228.776,0.7048,,transit,2011,200,0.69,4450,,https://en.wikipedia.org/wiki/Kepler-16b
Kepler-17b,2.45,1.31,1.4857108,0.02591,1655,transit,2011,2600,1.16,5781,,https://en.wikipedia.org/wiki/Kepler-17b
Kepler-18b,0.022,0.178,3.504725,0.0447,,transit,2011,,0.97,5345,,https://en.wikipedia.org/wiki/Kepler-18b
Kepler-18c,0.054,0.49,7.64159,0.0752,,transit,2011,,0.97,5345,,https://en.wikipedia.org/wiki/Kepler-18c
Kepler-18d,0.052,0.623,14.85888,0.1172,,transit,2011,,0.97,5345,,https://en.wikipedia.org/wiki/Kepler-18d
Kepler-19b,0.064,0.197,9.2869944,,,transit,2011,6910,0.94,5541,,https://en.wikipedia.org/wiki/Kepler-19b
Kepler-19c,6,,160,,,timing,2011,6910,0.94,5541,,https://en.wikipedia.org/wiki/Kepler-19c
Kepler-20b,0.03052,0.167,3.69611525,0.0463,,transit,2011,950,0.95,5495,,https://en.wikipedia.org/wiki/Kepler-20b
Kepler-20c,0.04012,0.272,10.85409089,0.0949,,transit,2011,950,0.95,5495,,https://en.wikipedia.org/wiki/Kepler-20c
Kepler-20d,0.03168,0.245,77.61130017,0.3506,,transit,2011,950,0.95,5495,,https://en.wikipedia.org/wiki/Kepler-20d
Kepler-20e,,0.077,6.09852281,0.0639,,transit,2011,950,0.95,5495,,https://en.wikipedia.org/wiki/Kepler-20e
Kepler-20f,,0.089,19.57758478,0.1396,,transit,2011,950,0.95,5495,,https://en.wikipedia.org/wiki/Kepler-20f
Kepler-22b,0.113,0.212,289.8623,0.849,,transit,2011,620,0.97,5518,,https://en.wikipedia.org/wiki/Kepler-22b
Kepler-23b,0.8,0.17,7.1073,0.075,,transit,2011,2600,1.11,5828,,https://en.wikipedia.org/wiki/Kepler-23b
Kepler-23c,2.7,0.285,10.7421,0.099,,transit,2011,2600,1.11,5828,,https://en.wikipedia.org/wiki/Kepler-23c
Kepler-24b,1.6,0.214,8.1453,0.08,,transit,2011,3900,1.03,5897,,https://en.wikipedia.org/wiki/Kepler-24b
Kepler-24c,1.6,0.25,12.3335,0.106,,transit,2011,3900,1.03,5897,,https://en.wikipedia.org/wiki/Kepler-24c
Kepler-25b,0.0302,0.242,6.2385,,,transit,2011,,1.19,6270,,https://en.wikipedia.org/wiki/Kepler-25b
Kepler-25c,0.0774,0.464,12.7204,,,transit,2011,,1.19,6270,,https://en.wikipedia.org/wiki/Kepler-25c
Kepler-26b,0.01611,0.248,12.28,,,transit,2011,,0.54,3914,,https://en.wikipedia.org/wiki/Kepler-26b
Kepler-26c,0.01951,0.243,17.2559,,,transit,2011,,0.54,3914,,https://en.wikipedia.org/wiki/Kepler-26c
Kepler-27b,9.11,0.357,15.3348,0.118,,transit,2011,,0.65,5400,,https://en.wikipedia.org/wiki/Kepler-27b
Kepler-27c,13.8,0.437,31.3309,0.191,,transit,2011,,0.65,5400,,https://en.wikipedia.org/wiki/Kepler-27c
Kepler-28b,1.51,0.321,5.9123,0.062,,transit,2011,,0.75,4590,,https://en.wikipedia.org/wiki/Kepler-28b
Kepler-28c,1.36,0.303,8.9858,0.081,,transit,2011,,0.75,4590,,https://en.wikipedia.org/wiki/Kepler-28c
Kepler-29b,0.01419,0.299,10.3384,,,transit,2011,4600,0.98,5701,,https://en.wikipedia.org/wiki/Kepler-29b
Kepler-29c,0.01259,0.28,13.2884,,,transit,2011,4600,0.98,5701,,https://en.wikipedia.org/wiki/Kepler-29c
Kepler-31b,,0.491,20.8613,0.16,,transit,2011,6800,1.21,6340,,https://en.wikipedia.org/wiki/Kepler-31b
Kepler-31c,4.7,0.473,42.6318,0.26,,transit,2011,6800,1.21,6340,,https://en.wikipedia.org/wiki/Kepler-31c
Kepler-32b,4.1,0.196,5.90124,0.05,,transit,2011,990,0.58,3900,,https://en.wikipedia.org/wiki/Kepler-32b
Kepler-32c,0.5,0.178,8.7522,0.09,,transit,2011,990,0.58,3900,,https://en.wikipedia.org/wiki/Kepler-32c
Kepler-33b,,0.155,5.66793,0.0677,,transit,2011,,1.29,5904,,https://en.wikipedia.org/wiki/Kepler-33b
Kepler-33c,,0.285,13.17562,0.1189,,transit,2011,,1.29,5904,,https://en.wikipedia.org/wiki/Kepler-33c
Kepler-33d,,0.477,21.77596,0.1662,,transit,2011,,1.29,5904,,https://en.wikipedia.org/wiki/Kepler-33d
Kepler-33e,,0.359,31.7844,0.2138,,transit,2011,,1.29,5904,,https://en.wikipedia.org/wiki/Kepler-33e
Kepler-33f,,0.398,41.02902,0.2535,,transit,2011,,1.29,5904,,https://en.wikipedia.org/wiki/Kepler-33f
Kepler-34b,0.22,0.764,288.822,1.0896,,transit,2011,4890,1.05,5913,,https://en.wikipedia.org/wiki/Kepler-34b
Kepler-35b,0.127,0.728,131.458,0.60347,,transit,2011,5370,0.89,5606,,https://en.wikipedia.org/wiki/Kepler-35b
Kepler-39b,20.1,1.24,21.08721,0.164,905,transit,2011,3900,1.29,6350,,https://en.wikipedia.org/wiki/Kepler-39b
Kepler-41b,0.56,1.29,1.8555582,0.03101,1745,transit,2011,2500,1.15,5750,,https://en.wikipedia.org/wiki/Kepler-41b
Kepler-42b,,0.07,1.2137672,0.0116,,transit,2011,126,0.13,3068,,https://en.wikipedia.org/wiki/Kepler-42b
Kepler-42c,,0.065,0.45328509,0.006,,transit,2011,126,0.13,3068,,https://en.wikipedia.org/wiki/Kepler-42c
Kepler-42d,,0.051,1.865169,0.0154,,transit,2011,126,0.13,3068,,https://en.wikipedia.org/wiki/Kepler-42d
Kepler-43b,3.23,1.219,3.0240949,0.046,,transit,2011,6400,1.32,6041,,https://en.wikipedia.org/wiki/Kepler-43b
Kepler-44b,1,1.09,3.2467293,0.0446,,transit,2011,7300,1.12,5800,,https://en.wikipedia.org/wiki/Kepler-44b
Kepler-45b,0.505,0.96,2.455239,0.03,,transit,2011,1090,0.59,3820,,https://en.wikipedia.org/wiki/Kepler-45b
Kepler-70b,0.0014,0.068,0.240104,0.006,,imaging,2011,3800,0.5,27730,,https://en.wikipedia.org/wiki/Kepler-70b
Kepler-70c,0.0021,0.077,0.342887,0.0076,,imaging,2011,3800,0.5,27730,,https://en.wikipedia.org/wiki/Kepler-70c
MOA-2009-BLG-266Lb,0.033,,2774,3.2,,microlensing,2011,9900,0.56,,,https://en.wikipedia.org/wiki/MOA-2009-BLG-266Lb
NY Virginis b,2.78,,2985.7,,,timing,2011,,,,,https://en.wikipedia.org/wiki/NY_Virginis_b
PSR J1719-1438 b,1.2,,0.09070629,0.0044,,timing,2011,3900,1.4,4500,Shortest orbital period of any known exoplanet,https://en.wikipedia.org/wiki/PSR_J1719-1438_b
Qatar-2b,2.494,1.254,1.33711647,0.02153,,transit,2011,,0.74,4645,,https://en.wikipedia.org/wiki/Qatar-2b
TrES-5b,1.79,1.194,1.48224686,0.02459,,transit,2011,1200,0.9,5171,,https://en.wikipedia.org/wiki/TrES-5b
UZ Fornacis b,6.3,,5840,5.9,,timing,2011,,0.7,,,https://en.wikipedia.org/wiki/UZ_Fornacis_b
UZ Fornacis c,7.7,,1916.25,2.8,,timing,2011,,0.7,,,https://en.wikipedia.org/wiki/UZ_Fornacis_c
WASP-35b,0.72,1.32,3.161575,0.04317,,transit,2011,,1.07,5990,,https://en.wikipedia.org/wiki/WASP-35b
WASP-36b,2.361,1.327,1.53736596,0.02677,,transit,2011,1500,1.08,5959,,https://en.wikipedia.org/wiki/WASP-36b
WASP-39b,0.28,1.27,4.055259,0.0486,,transit,2011,750,0.93,5400,,https://en.wikipedia.org/wiki/WASP-39b
WASP-43b,1.78,0.93,0.813475,0.0142,,transit,2011,260,0.58,4400,,https://en.wikipedia.org/wiki/WASP-43b
WASP-44b,0.889,1.14,2.4238039,0.03473,,transit,2011,,0.95,5410,,https://en.wikipedia.org/wiki/WASP-44b
WASP-45b,1.002,0.992,3.126096,0.0405,,transit,2011,,0.9,5100,,https://en.wikipedia.org/wiki/WASP-45b
WASP-46b,1.91,1.174,1.43036763,0.02335,,transit,2011,,0.83,5600,,https://en.wikipedia.org/wiki/WASP-46b
WASP-48b,0.907,1.396,2.14363544,0.0332,,transit,2011,,1.06,6000,,https://en.wikipedia.org/wiki/WASP-48b
WASP-50b,1.468,1.153,1.9550959,0.02945,,transit,2011,750,0.89,5400,,https://en.wikipedia.org/wiki/WASP-50b
WD 0806-661 b,7.5,,,2500,,imaging,2011,63,0.62,,"Largest separation from its host star, for any exoplanet",https://en.wikipedia.org/wiki/WD_0806-661_b
75 Ceti b,3,,691.9,2.1,,radial vel.,2012,266,2.49,4846,,https://en.wikipedia.org/wiki/75_Ceti_b
BD+20 274 b,4.2,,578.2,1.3,,radial vel.,2012,,0.8,4296,,https://en.wikipedia.org/wiki/BD%2B20_274_b
Epsilon Coronae Borealis b,6.7,,417.9,1.3,,radial vel.,2012,229.7,1.7,4406,,https://en.wikipedia.org/wiki/Epsilon_Coronae_Borealis_b
Gliese 676 Ad,0.014,,3.6005,,,radial vel.,2012,55,0.71,,,https://en.wikipedia.org/wiki/Gliese_676_Ad
Gliese 676 Ae,0.025,,35.39,,,radial vel.,2012,55,0.71,,,https://en.wikipedia.org/wiki/Gliese_676_Ae
Gliese 3470 b,0.043,0.346,3.3366487,0.031,,radial vel.,2012,82,0.51,3652,,https://en.wikipedia.org/wiki/Gliese_3470_b
HAT-P-38b,0.267,0.825,4.640382,0.0523,,transit,2012,810,0.89,5330,,https://en.wikipedia.org/wiki/HAT-P-38b
HAT-P-39b,0.599,1.571,3.54387,0.0509,,transit,2012,2090,1.4,6430,,https://en.wikipedia.org/wiki/HAT-P-39b
HAT-P-40b,0.615,1.73,4.457243,0.0608,,transit,2012,1630,1.51,6080,,https://en.wikipedia.org/wiki/HAT-P-40b
HAT-P-41b,0.8,1.685,2.694047,0.0426,,transit,2012,1120,1.42,6390,,https://en.wikipedia.org/wiki/HAT-P-41b
HAT-P-42b,1.044,1.28,4.641878,0.0575,1427,transit,2012,1460,1.18,5743,,https://en.wikipedia.org/wiki/HAT-P-42b
HAT-P-43b,0.662,1.281,3.332687,0.0443,1361,transit,2012,1770,1.05,5645,,https://en.wikipedia.org/wiki/HAT-P-43b
HATS-1b,1.855,1.302,3.446459,0.0444,,transit,2012,990,0.99,5870,,https://en.wikipedia.org/wiki/HATS-1b
HD 142 c,5.3,,6005,6.8,,radial vel.,2012,83.6,1.23,6245,,https://en.wikipedia.org/wiki/HD_142_c
HD 4732 b,2.37,,360.2,1.19,,radial vel.,2012,184,1.74,4959,,https://en.wikipedia.org/wiki/HD_4732_b
HD 4732 c,2.37,,2732,4.6,,radial vel.,2012,184,1.74,4959,,https://en.wikipedia.org/wiki/HD_4732_c
HD 5608 b,1.4,,792.6,1.9,,radial vel.,2012,189.7,1.55,4854,,https://en.wikipedia.org/wiki/HD_5608_b
HD 27631 b,1.45,,2208,3.25,,radial vel.,2012,145.3,0.94,5737,,https://en.wikipedia.org/wiki/HD_27631_b
HD 37605 c,3.366,,2720,3.814,,radial vel.,2012,139.9,1,5448,,https://en.wikipedia.org/wiki/HD_37605_c
HD 66141 b,6,,480.5,1.2,,radial vel.,2012,261.1,1.1,4323,,https://en.wikipedia.org/wiki/HD_66141_b
HD 77338 b,0.05,,5.7361,0.0614,,radial vel.,2012,134.6,0.93,5370,,https://en.wikipedia.org/wiki/HD_77338_b
HD 98649 b,6.8,,4951,5.6,,radial vel.,2012,139.5,1,5759,,https://en.wikipedia.org/wiki/HD_98649_b
HD 100655 b,1.7,,157.57,0.76,,radial vel.,2012,459.4,2.4,4861,,https://en.wikipedia.org/wiki/HD_100655_b
HD 106515 Ab,9.61,,3630,4.59,,radial vel.,2012,118.6,0.97,5362,,https://en.wikipedia.org/wiki/HD_106515_Ab
HD 150706 b,2.71,,5894,6.7,,radial vel.,2012,88.8,1.17,5961,,https://en.wikipedia.org/wiki/HD_150706_b
HD 159868 c,0.73,,352.3,1,,radial vel.,2012,171.9,1.09,5558,,https://en.wikipedia.org/wiki/HD_159868_c
HD 166724 b,3.53,,5144,5.42,,radial vel.,2012,140.2,0.81,5127,,https://en.wikipedia.org/wiki/HD_166724_b
HD 197037 b,0.79,,1035.7,2.07,,radial vel.,2012,107.1,,,,https://en.wikipedia.org/wiki/HD_197037_b
HD 207832 b,0.56,,161.97,0.57,,radial vel.,2012,180.4,0.94,5710,,https://en.wikipedia.org/wiki/HD_207832_b
HD 207832 c,0.73,,1155.7,2.112,,radial vel.,2012,180.4,0.94,5710,,https://en.wikipedia.org/wiki/HD_207832_c
HD 208527 b,9.9,,875.5,2.1,,radial vel.,2012,1148.4,1.6,4035,,https://en.wikipedia.org/wiki/HD_208527_b
HD 219077 b,10.39,,5501,6.22,,radial vel.,2012,95,1.05,5362,,https://en.wikipedia.org/wiki/HD_219077_b
HD 219415 b,1,,2093.3,3.2,,radial vel.,2012,553.7,1,4820,,https://en.wikipedia.org/wiki/HD_219415_b
HD 220074 b,11.1,,672.1,1.6,,radial vel.,2012,942.7,1.2,3935,,https://en.wikipedia.org/wiki/HD_220074_b
HD 220689 b,1.06,,2209,3.36,,radial vel.,2012,147.5,1.04,5921,,https://en.wikipedia.org/wiki/HD_220689_b
Kappa Andromedae b,13.616,,,55,,imaging,2012,169.7,2.6,10900,"Has a reddish color, and may be a brown dwarf",https://en.wikipedia.org/wiki/Kappa_Andromedae_b
KELT-1b,27.23,1.11,1.217514,0.02466,2423,transit,2012,850,1.32,6518,,https://en.wikipedia.org/wiki/KELT-1b
KELT-2Ab,1.522,1.286,4.1137912,0.05496,,transit,2012,405.2,1.31,6151,,https://en.wikipedia.org/wiki/KELT-2Ab
Kepler-21b,0.01598,0.146,2.78578,0.042717,2025,transit,2012,370,1.41,6305,,https://en.wikipedia.org/wiki/Kepler-21b
Kepler-30b,0.036,0.348,29.33434,0.18,,transit,2012,4600,0.99,5498,,https://en.wikipedia.org/wiki/Kepler-30b
Kepler-30c,2.01,1.097,60.323105,0.3,,transit,2012,4600,0.99,5498,,https://en.wikipedia.org/wiki/Kepler-30c
Kepler-30d,0.073,0.785,143.34394,0.5,,transit,2012,4600,0.99,5498,,https://en.wikipedia.org/wiki/Kepler-30d
Kepler-32d,,0.241,22.7802,0.13,,transit,2012,990,0.58,3900,,https://en.wikipedia.org/wiki/Kepler-32d
Kepler-32e,,0.134,2.896,0.033,,transit,2012,990,0.58,3900,,https://en.wikipedia.org/wiki/Kepler-32e
Kepler-32f,,0.073,0.74296,0.013,,transit,2012,990,0.58,3900,,https://en.wikipedia.org/wiki/Kepler-32f
Kepler-36b,0.014,0.133,13.83989,0.1153,,transit,2012,1500,1.07,5911,,https://en.wikipedia.org/wiki/Kepler-36b
Kepler-36c,0.025,0.328,16.23855,0.1283,,transit,2012,1500,1.07,5911,,https://en.wikipedia.org/wiki/Kepler-36c
Kepler-38b,0.384,0.384,105.599,0.4632,,transit,2012,2000,0.94,5623,,https://en.wikipedia.org/wiki/Kepler-38b
Kepler-46b,6,0.808,33.60134,0.1968,,transit,2012,2790,0.9,5309,,https://en.wikipedia.org/wiki/Kepler-46b
Kepler-46c,0.376,,57.011,0.2799,,timing,2012,2790,0.9,5309,,https://en.wikipedia.org/wiki/Kepler-46c
Kepler-47b,2,0.27,49.532,0.2962,,transit,2012,4900,1.05,5636,,https://en.wikipedia.org/wiki/Kepler-47b
Kepler-47c,28,0.411,303.137,0.991,,transit,2012,4900,1.05,5636,,https://en.wikipedia.org/wiki/Kepler-47c
Kepler-48b,0.0124,0.168,4.778,,,transit,2012,,0.88,5194,,https://en.wikipedia.org/wiki/Kepler-48b
Kepler-48c,0.04597,0.242,9.67395,,,transit,2012,,0.88,5194,,https://en.wikipedia.org/wiki/Kepler-48c
Kepler-49b,0.98,0.243,7.2037945,,,transit,2012,,0.55,4252,,https://en.wikipedia.org/wiki/Kepler-49b
Kepler-49c,0.72,0.227,10.9129343,,,transit,2012,,0.55,4252,,https://en.wikipedia.org/wiki/Kepler-49c
Kepler-50b,,0.153,7.81254,0.077,,transit,2012,,1.24,6225,,https://en.wikipedia.org/wiki/Kepler-50b
Kepler-50c,,0.194,9.37647,0.087,,transit,2012,,1.24,6225,,https://en.wikipedia.org/wiki/Kepler-50c
Kepler-51b,0.007,0.633,45.154,0.2514,543,transit,2012,,1.04,6018,,https://en.wikipedia.org/wiki/Kepler-51b
Kepler-51c,0.013,0.803,85.312,0.384,439,transit,2012,,1.04,6018,,https://en.wikipedia.org/wiki/Kepler-51c
Kepler-52b,8.7,0.187,7.8773565,,,transit,2012,,0.54,4263,,https://en.wikipedia.org/wiki/Kepler-52b
Kepler-52c,10.41,0.164,16.3850021,,,transit,2012,,0.54,4263,,https://en.wikipedia.org/wiki/Kepler-52c
Kepler-53b,18.41,0.258,18.6489525,,,transit,2012,,0.98,5858,,https://en.wikipedia.org/wiki/Kepler-53b
